COMMENT|CLASS
Çok araştırdıktan sonra 8 ve üzeri yerine 7 Plus'da karar kıldım ve de çok iyi etmişim. Telefon süper. Film, video, oyun vs. indirmediğim için hafızası benim için fazlasıyla yeterli. İnternetten İphone 8 ile karşılaştırma videolarını izlerseniz zaten performansları arasında çok fark yok. Şarjı bana iki gün dayanıyor, iki saatin biraz üzerinde %100 şarj oluyor. BittiBitiyor'dan aldım, çok hızlı, rahat ve güvenli bir alışveriş oldu.|1
iphone larda pek nesil farki olmuyor.andeoid cihazlarda oluyor nesil farki.cunku iphone lar her zaman onde gidiyor.cihazin kamerasi en son cikan tum android cihazlardan cok daha iyi.stabilitesini halen yakalayabilmis bir android cihaz gormedim.mutlaka bir sekilde ram temizligi yaparsiniz. diyecegim tek sey iphone 7 plus her türlü alinir rahat olun|1
Ürün gayet güzel bir şekilde kapıma kadar geldi paketleme çok iyi değildi fakat ürüne birşey olmamıştı. Bakmadım umarım Apple Türkiye garantilidir.|1
hızlı ve sorunsuz gönderi teşekkürler|1
Android Telefon Kullanıyordum İyiki Almışım Pişman Değilim Muhteşem|1
çok iyi|1
Çok güzel iphone kalitesi (^_-)|1
allah belanı|0
berbat|0
vasat|0
rezelat|0
beğenmedim|0
Sorunsuz geldi kargoya verilmesi biraz uzun sürdü 1 gün kadar. Orjinal cihaz gönül rahatlığıyla alabilirsiniz.|1
üründen ve satıcıdan çok memnunum. ama bu modeli alırken arıştırdıysanız siyah renginde boya atması sorunuyla karşılaşan insanlar olduğunu okumuşsunuzdur. aynı durum benimde başıma geldi. ürünü aldığım günün ertesi günü kılıf aldım ve kılıftan hiç çıkarmadığım halde hoparlör kısmının orasında 1-1 buçuk ay sonra boyanın attığını gördüm. Apple bunun birçok kişinin de karşılaştığı bir durum olmasına rağmen kabul etmiyor, kullanıcı hatası diyor. o yüzden almadan önce bunu da göz önünde bulundurun.|1
Androidden geçiş yaptım ve keşke daha önceden alsaydım dedim tek eksisi şarj başka bi eksi yanı yok|1
Yaklaşık 4 ay önce aldım çok memnunum. Keşke daha önceden tereddüt etmeden alsaydım. Çok araştırdık sonunda doğru tercihte bulunduk..|1
Kargoyla veya üründe bir sıkıntı olmadı fakat alacak arkadaşlar iphone 7 plus mat modellerinde cihazın arkasında kılıflar leke bırakıyor özellikle slikon kılıflar ve bu lekeler geçmiyor ben lansman kılıfı kullandığım halde leke kaldı garanti hiç bir şekilde kabul etmiyor. Eğer benim gibi titiz biriyseniz bu durum oldukça can sıkıcı...|1
Telefonu 1 yıl önce satmıştım uapamadım tekrar aldım androıd kulanılmıyor yavas hıza alışınca yapamıyosun androıdle|1
Tel paketlenmiş bir Şekil de geldi.beğendim . Garantisini nasıl sorgulatıyorsunuz yardımcı olursanız sevinirim|1
COK GÜZEL ÜRÜN HERKEZ ALABİLİR|1
allah belanı|0
berbat|0
vasat|0
rezelat|0
beğenmedim|0
GELECEK BİZDE SATICISINDAN KARDEŞİME ALDIM. PERŞEMBE SİPARİŞ VERDİK.BUGÜN ELİMİZE ULAŞTI. KARGOLAMA GAYET İYİYDİ. TELEFONU KURDUĞUNUZ AN GARANTİ DEVREYE GİRİYOR. APPLE DAN SORGULAMA YAPINCA GARANTİ BAŞLAMIŞ GÖZÜKÜYOR. FİYATI ZATEN PİYASADAKİ EN UYGUN FİYAT. EMEĞİ GEÇENLERE TEŞEKKÜRLER. HEPSİ BURADA FARKI ZATEN DAHA FAZLA NE SÖYLENEBİLİR Kİ...|1
5 ay önce aldım. sipariş verdikten 1 gün sonra elime ulaştı. sorunsuz bi şekilde kullanıyorum|1
Bir gün gecikme ile kargolandı ama ertesi gün elime ulaştı teşekkürler |1
Öncelikle bittibitiyor satıcısına ve hepsiburadaya teşekkür ediyorum. I phone 7 plus 32 gb model telefon siparişini pazartesi verdim aynı gün kargolandı ve salı günü zonguldak'a geldi ama ben çarşamba kendim gidip almak zorunda kaldım yurtiçi kargoyla çalışmanız beni üzdü kutuda hasar vardı köşesi yamuk şekil de geldi telefon sıkıntısız sorgulattım herşeyi orjinal ve garantisi başladı.|1
Herşey için teşekkür ederim |1
beğenmedim|0
Ürünümü bugün teslim aldım, alışveriş sonrası mağazayla ilgili internette okuduğum kötü yorumlar beni baya endişelendirmişti ancak sonrasında şirketle de iletişime geçtim, herhangi bir problem yaşamadan ürünüm elime ulaştı, üründe de herhangi bir problem yok, gönül rahatlığıyla alışveriş yapabilirsiniz, teşekkürler hepsiburada ve bittibitiyor..|1
Hızlı kargo güzel paketleme güzel fiyat orjinalin ürün daha ne sayabilirim ki ????|1
Bittibitiyor ,zamanında kargo sorunsuz alışveriş için teşekkürler.|1
Şuan kullanıyorum orjinal 2 yıl garantili bir ürün gönül rahatlığıyla alabilirsiniz|1
heyecanla bekliyorum :)|1
Mükemmel cihaz, çok hızlı ve itinalı kargo hizmeti.|1
işlemcisi,hızı 10 numara 5 yıldız..|1
beğenmedim|0
Kargo normal süreçte geldi, Ürün paketlemesi başarılıydı. Kapalı kutu ve orijinal ürün. Herhangi bir problem yok, umarım da olmaz. Teşekkürler HepsiBurada.  |1
çok iyi|1
Beklediğim gibi|1
Mükemmel|1
Ürün çok güzel orjinal kargo rezalet|1
beğenmedim|0
çok iyi verecektim ancak hepsiexpress de kırdım onu cok ilgisiz merkez 20 dakika telefonda açsın diye bekledim, ürüne gelirsek iphone 8 den daha hızlı daha ömürlü özellikle arkadasımınki ile karşılaştırdım iyi ki 8 değil 7 plus almısım en azından portre vs. gibi özellikler var ve daha hızlı|1
Garantili ve Sıfır ürünü Mağazadan teslim alır gibi aldım Emeği geçen herkese teşekkürler.|1
Apple kalitesi zaten ortada piyasaya göre uygun fiyatıyla da hepsiburadaya teşekkür etmemek elde değil|1
güzel|1
Orjinal ve hızlı.. teşekkür ederim|1
5 YIL iphone 4 kullandıktan sonra i phone 7  aldım. gelen çağrıda ses bazen kesik kesik geliyor. tekrar arama yapmak zorunda kalıyorum. telefon garantili ama 1 gün bile telefonsuz kalamayacağım için servise bırakamıyorum. sorunsuz telefon istediğim için almıştım pişmanım. |0
Çok iyi teşekkürler|1
Hepsiburada ya teşekkür ediyorum|1
beğenmedim|0
Hızlı kargo, güzel paketleme, orjinal ürün, çok teşekkür ederim.|1
Kargo rezalet ama ürün güzel |1
epple'ın dünyadaki marka değeri ürünün kalitesine yansıdığı besbelli....ukalalık yapıp ürünü eleştirmeyi kendime yakıştıramıyorum.çoook güzel....günün birinde türkiyede'de bu kalitede ürün üretilir diye ümit ediyorum...hepsiburada.coma hızlı gönderi için teşekkürler.|1
Gayet güzel sorunsuz |1
bataryası diğer iPhonelara farkla bir tık daha iyi (Yeni X modelleri hariç)|1
Çok güzel bir ürün.|1
Ürün kusursuz ! Herkesin aklında acaba ürün orjinal mi? Kutusu açıldı mı ? İnternet ten alışveriş yapılır mı ne kadar sağlıklı ? Diye sorular vardır. Kesinlikle olmasın ben test ettim onayladım ürün sıfır paketlenmesi harika kesinlikle bir zarar gelmez helede hepsiburada mağazasında alışveriş yapıyorsanız düşünmeden alın teşekkürler hepsiburada teşekkürler tedarikçi firma olan cep ekspres ??|1
Buradan satıcıya ilgisi alakası için teşekkürlerimi sunuyorum|1
Ürün 2 günde elime ulaştı cihazda herhangi bir sorun yok teşekkürler hepsi burada ????|1
Kesinlikle hiçbir sıkıntı yaşamadım. Başta korksamda ürün orijinal ve kısa sürede elime ulaştı O?|1
Ürünü alalı 1 aydan fazla oldu apple servise ve netten sorgulattım orjinal ürün tam söyledikleri saatte elime ulaştı hepsiburada gerçekten çok iyi ve uygun diğer satıcıları bilemem|1
Hızlı teslimat güzel paketleme uygun fiyat telefonu zaten anlatmaya gerek yok teşekkürler...|1
Beğendim  sitede göründüğü gibi geldi |1
beğenmedim|0
hızlı ve sağlam ulaştı teşekkürler|1
Apple işte anlatmaya gerek yok fiyat çok çok iyi alın|1
Mükemmel|1
Mükemmel bir hizmet. Üründen de çok memnunum. Herkese tavsiye ederim. |1
Hızlı kargo, iyi paketleme, iyi hizmet teşekkürler|1
Güvenle alişveriş yapabilirsiniz|1
Ürün orijinal  hiçbir sıkıntısı yok çok iyi neredeyse 24 saatten kısa sürede elime ulaştı  fakat satıcının paketlemesi gerçekten kötüydü ürünün kendi ambalajı dışında koruması neredeyse yoktu boş bir karton kutuya konup gönderilmiş umarım sonraki siparişlerde bu düzeltilir |1
Bugün sipariş verdik yarın kargoya verilecek inşallah beklediğimiz gibi gelir|1
Well|1
beğenmedim|0
Ürünü yaklaşık 10 aydır kullanıyorum ve android saçmalığından IOS mükemmelliğine geçtiğinizde anlıyorsunuz ürünün kalitesini sadece işletim sistemi değil bu fiyata alabileceğiniz özellikler bakımından max ürün bu android alıp 6 ay sonra kasmalarından kamerada ki saçma odaklanma sorunlarından işletim sisteminin çoğu uygulamalarda sürekli yetersiz olmasından bıkmış bir insan olarak sonunda huzura ve mükemmelliğe bu telefon ile ulaştım|1
Mağazalarda kazıklanmaya gerek yok teşekkürler hepsi burada.|1
Kendi iphone 7 telefonumda yüklü olan hepsiburada uygulaması üzerinden sıkıntı yaşadım alışverişi tamamlayamadım mecburen bilgisayarı açıp yaptım yinede hızlı kargo için teşekkürler.|1
Üründen çok memnun kaldım. Hem hızlı geldi hem de orijinal kutusunda. Teşekkür ederiz.|1
simdi teslim aldim kutuyu actim ses acma tusu bariz sekilde calismiyor gonderirken utanir insan musteri hizmetlerini aradim servis raporu almaniz gerekiyor diyor bakalim simdi sifir kutu telefon servise gitmeye calisicam|0
Ürün elime 2 günde sorunsuz ulaştı .Kargo paketleme iyi .telefon mükemmel sımdılık bir sorun yok teşekkürler hepsi burada |1
Ürün,teslimat olayyyy.hiç düşünmeyin alın??|1
Cuma günü kargoya verdim cumartesi günü geldi , çok hızlıydı kargo teşekkür ederim. Telefon herşeyiyle çok güzel , eksi olarak söyleyebilceğim uzun süre kullanımda telefonun ısınması , şarjın 3 saatte dolması. Şarj daha dayanıklı olur diye düşünmüştüm ama yinede idare eder. Telefon on numara , garantisini sorgulattım problem yok. Güvenilir , teşekkürler.|1
Ürün çok güzel tavsiye ediyorum|1
beğenmedim|0
Dünyanın parasını verip satın aldım. Ama bozuk çıktı. Şimdi servise gönderecem. Keşke almasaydım |0
Çok tereddüt ettim fakat pişman değilim. Ürün İstanbul’da bir gün sonra elimde oldu.|1
Hepsiburada.com gerçekten işini çok iyi yapıyor hızlı kargo seçtim akşam sipariş verdim sabah cihaz elimdeydi teşekkürler...|1
şık zarif ürün beş yıldızı hakediyor..ama kargo kötü farklı ilçeye göndermiş kargo şirketi:(|1
Ürün Harika yıllarca Android kullanarak parama da kendime de yazık etmişim.|1
harika süper paketlenmiş teşekkürler hepsi burada kısa sürede elime sorunsuz ulaştı. |1
beğenmedim|0
Ürün harika deyip üç yıldız veren başka bir millet var mıdır acaba:) Ürün harika elbette ve beş yıldız...|1
Orjinal güzel ürün. Herhangi bir sıkıntı yaşamadım. Tavsiye ederim.|1
Fazla yoruma gerek yok bir ara android kullandıktan sonra iPhone kalitesini anladım fiyatı için Hepsiburada ya teşekkürler ancak şu kargo firmasını değiştirsinler eski firma daha çabuk getiriyordu |1
ilk kez internetten tlf aldım .Sorunsuz orjinal ürün .Teşekkürler HEPSİBURADA|1
Hızlı kargo ve piyasadaki en uygun fiyatlı ürünü bize sağladığı için hepsiburadaya teşekkür ederiz.|1
Detaycı değilseniz iyi ama telefonda ayar detayı istiyorsanız tavsiye etmiyorum bildirim ışığı gibi basit birşeyin olmaması bile garip|0
2 hafta önce aldım. hala kullanıyorum. hepsiburada farkı ile gönül rahatlığıyla aldım. çok memnunum.|1
Orijinal ürün, iPhone işte daha ne denir ki|1
Hepsiburada her zamanki gibi en uygun fiyatı sağlıyor. Ürünün kalitesi belli alınacak adresi belli.|1
Ürün çok iyi teslimat çok hızlı paketleme kötü|1
beğenmedim|0
Kargo çok hızlı geldi, ürün çok güzel teşekkürler.|1
Hızlı kargo, ürün harika. Teşekkürler Hepsiburada|1
PERŞEMBE SİPARİŞ VERDİM SALI GÜNÜ ELİME ULAŞTI AMA ÜRÜN HARİKA.TEŞEKKÜRLER HEPSİBURADA|1
Orijinal ürün sıkıntısı yok tavsiye ederim |1
hersey anlatıldığı gibi apple tr garantili  ve ilgili bir satıcı tesekkürler. tavsiye ederim |1
Kargo çok hızlı geldi, ürün çok güzel teşekkürler.|1
On numara beş yıldız teşekkürler HEPSİBURADA .COM|1
Kesinlikle çok iyi. Bence İphone x falan boş. |1
Hızlı kargo ve garantili ürün. Memnun kaldım teşekkürler.|1
beğenmedim|0
Gerçekten beklediğim gibi arjinal ürün teşekkürler hepsiburada|1
İki günde elimize ulaştı şimdilik memnunum daha ucuzu yok|1
anlatmaya gerek yok. görüyorsunuz. eskiden sadece fiyatıydı problem olan. şuan diğer telefonların da fiyatı artmasıyla birlikte cazip bir markaya dönüştü apple. bu ürün de tatmin edici. fotoğrafınızı da güzelce çekersiniz, oyununuzu da oynarsınız. ısınma problemi yaşamadım. stabil bir işletim sistemi mevcut. ben kendim iphone a geçtikten sonra eşimi de geçirdim, rahat ettik. kullanım kolaylığı, virüslere karşı kapalı sistemi, daha yolumuz düşmedi ama servis hizmet kalitesi vs. temel sebeplerim oldu. |1
Ertesi gun geldi : D|1
beğenmedim|0
Süper ürün, süper boyut. Yıllarca plus ürüne laf ettim. |1
7 plus alalı...şimdi diyorum ki   daha önceleri ben telefon falan kullanmamısım....kamerası hızı  hele parmak okuma kamera  hızı anlatılmaz|1
Teşekkürler ürün çok iyi|1
Teslimat hızı muhteşem tavsiye ederim.|1
24 saat içinde elime ulaştı ve sıfır kutusunda orjinal, apple garantili. Hiç bir problem yok. Gönül rahatlığıyla alabilirsiniz..|1
Mükemmel hizmet. Çok teşekkürler. Kargoyu da halletmeniz süper olmuş. Müşteri memnuniyeti böyle olur. Tebrikler. |1
Ürünlerinizi ve hepsiburda.com u güvenilir buluyorum tesekkurler|1
ucuza aldığım için mutluyum|1
Çok güzel bir alışveriş oldu. 1 günde teslim edildi cihaz. Hiçbir sorun yok.|1
güzel paketleme , hızlı kargo , kaliteli ürün  daha ne olsun|1
mükemmel bir telefon herkesin almasını tavsiye ederim|1
7 plus tartışmasız bir cihaz ekran kasa oranları hepsi mükemmel 5 s ten geçiş yaptım ipone ayrı bir dünya bunun yanında HB . Fiyat ve ulaşım beş yıldız Kütahya/ tavşanlı /tuncbilek’e 24 saatte ulaştı teşekkürler tüm çalışanlarına HB,,,|1
Ürüne bayıldım. Hepsiburadadan sipariş vermek kusursuz bi deneyim oldu çok teşekkür ederim. Daha ucuzu ve güveniliri yok bence.|1
ürün söylendiği tarihte geldi ve çok memnun kaldık.|1
beğenmedim|0
Hızlı kargo,  harika telefon |1
Pahalı bir ürün internetten almadan önce baya bi düşündüm ama içiniz rahat olsun ürün tamamen kapalı orjinal kutusunda ve çok hızlı şekilde geliyor apple store dan almış olmakla hiç bir farkı yok fiyat farkı dışında :D hepsi burada en ucuz ve kaliteli ürünü veriyor ben hiç sorun yaşamadım bu tarz alışverişlerde artık ilk baktığım yer oldu hepsiburada neden 600tl fazla vereyim ki aynı ürüne :D|1
Mukemel anlatmaya gerekyok goryorsun :)|1
Kararsız kalarak almıstım ama cok cok cok memnunum harika bi telefon en uygun fiyata almak da ayri güzel teşekkür ederim hepsi burada??????|1
Ürün ve hizmet çok güzel. Teşekkürler |1
beğenmedim|0
3.iş gününde geldi ama güzel|1
Güzel başarılı teslimat|1
hızlı ve sorunsuz alışveriş yaptım teşekkür ederim|1
Ürün belirtildiğ üzere Apple Türkiye Garantili,seri numarası ile apple resmi sitesinden sorgulama yapabilirsiniz.  Kargo elinize ulaştığı gün itibarı ile 2 yıllık garanti başlıyor.Özellikle Hepsiburada satıcısından almanız ilerde yaşayacağınız sorunlarda muhattap bulma anlamında çok önemli piyasaya göre fiyat çok uygun Teşekkürler HEPSİBURADA...|1
Arkadaşlar telefonu satın alalı yaklaşık olarak beş ay oldu ve telefonumdan şu anda yeterince memnunum ama fotoğraf çekmesi olsun ekran büyüklüğü olsun ve çözünürlüğü olsun iPhone 7 Plus daha iyi iPhone 7 Plus almanızı tavsiye ederim|1
Ürün zamanında geldi çok memnun kaldım |1
Oğluma aldım. Hepsiexpress ile mükemmel hızda ulaştı. Mükemmel diyor...|1
GÜZEL BİR ÜRÜN ARAS KORGO SÜPER ÜRÜN SÜPER. TEŞEKKÜRLER .|1
beğenmedim|0
Üründen çok memnunum. :)|1
Ürün zaten iyi. Fiyat da mükemmel |1
Hızlı ve başarılı|1
gerçekten mükemmel bir telefon tavsiye ederim.|1
Olması gerektiği gibiydi herşey. Teşekkürler Hepsiburada.|1
En yakın zamanda karne hediyesi olarak alıyorum ??|1
Ertesi gün elime ulaştı çok memnunum|1
Tskederim guvenılır arkadaşlar gonul rahatlığı ile alabilirsiniz sıfır jıletin Türkiye garantili motor kurye ile yolluyorlar yarım günde elinizde |1
31 aralıktan beri kullanıyorum sorunsuz devam|1
Telefon iyi ama hantal kamera ve hızı çok iyi pili de aynı şekilde ama çok yavaş şarj oluyor|0
Kargoyu teslim alma süreci biraz maceralı geçse de telefon harika..Özenle paketlenmişti içinde faturası da mevcuttu.|1
Kargo memnuniyet herşey çok iyi güzel paketleme hızlı gönderim uygun fiyat vb çok memnun kaldım zaten telefona diyecek birşey yok teşekkürler |1
Teşekkürler Hepsiburada.com'a... Iphone 7 Plus aldım. Saat 16.58 de siparişi tamamladım. Ertesi gün saat 13.00'de Denizli'de elimdeydi. Uygun fiyata kalite. tavsiye ederim. |1
Cihaz elime sorunsuz ulaştı...Özellikle paketleme kısmını beğendim...|1
Telefon gerçekten mükemmel. Spigen ürünleri de oldukça kaliteli. Tam bir uyumla yola devam. Hep Samsung kullanmıştım Apple gerçekten kalite. Bir kere servis olayı çok iyi. Müşteri hizmetlerini arayın ilgiyi göreceksiniz. Sözün özü bu telefonu almak isteyenlere şiddetle tavsiye ediyorum. |1
sipariş aynı gün kargolandı ve 2. gün elime ulaştı ürün güzel paketlenmişti açılmamıştı hızlı kargo ve güvenli alışveriş için teşekkürler|1
Daha ne olsun|1
İos 11'in saçma tarafları olsada hızı için tercih ediyorum. Çift kamera güzel fakat 8'd ki gibi portre modu düzenleme gelir mi bilmem. Pil 1 günü rahat çıkarıyor. Emsallerine göre biraz yavaş şarj oluyo ama hiç ısınmıyor.|1
Mükemmel bir telefon fazla anlatmaya gerek yok. 32 gb olması sorun yaratmıyor. iCloud yükseltmesi ile bellek sorunu halledilebilir. Ayrıca İPhone ile uyumlu flashbelleklerde bu sorunu cözer. Hepsiburada kalitesi. Tek sorun KARGO firması Aras olmuş. En berbat KARGO ile çalışıyorlar lütfen şu kargoyu bırakın.|1
Iphone almak istiyorsanız hepsiburada dan başka adres yok|1
Black friday indiriminden 3599 tlye aldım. Hızlı bir şekilde elime ulaştı. Faturaya imei numarasını bir sayı yanlış yazılmıştı bir hafta içinde düzenleyip tekrar yolladılar. Telefondan çok memnunum Satıcı hepsiburadaydı bu arada teşekkürler.|1
On numara beş yıldız cihaz arkadaşlar tavsiye ediyorum ??|1
Telefon için yorum yapmak gereksiz. Amerikalılar yapmış saygı duymak lazım. Piyasaya göre fiyatı çok uygun. Hepsiburada güvencesi ise düşünmeden sipariş vermemde çok etkili oldu.|1
Telefonu alırken çok tereddüt ettim ama boşmuş satıcı zenticc çok ilgili ve alakalı bir firmaydı güvenilirdir kesinlikle tavsiye ederim telefonu zaten söylemeye gerek yok teşekkürler Hepsiburada ve ZENTİCC |1
Kargo işlemleri çok iyi. Cihaz da gayet kullanışlı. Çok beğendim. Önerilir..|1
bunu alacağınıza mate 10 pro alın katbekat daha iyi.ama yine de siz bilirsiniz|1
Harika |1
Çok güzel çok beğendim |1
Maalesef ürün 4.gün ısınmaya başladı servisten arıza raporu alıp iade ettim. Yıllardır güvenle alışveriş yaptığım ve çevreme sürekli tavsiye ettiğim hepsiburada beni şaşırtmadı ve arızalı ürünü iade aldı. Şimdi 8 plus aldım. Kardeşim de birkaç ay önce yine buradan almıştı, sorunsuz kullanıyor. Ne alırsanız alın ama kesinlikle hepsiburada dan alın. Mükemmel müşteri memnuniyeti için çok teşekkürler :)|1
kargo yeterli şekilde korunaklı değil daha iyi olması lağzım kutuda ufakda olsa ezilmeler mevcut az daha özen lütfen !|0
Hediye aldım kendim de Iphone kullanıyorum. Hızlı teslimat ve kaliteli hizmet için teşekkürler|1
Çoooook iyi|1
TELEFONA LAF YOK FAKAT VAAD EDİLEN TARİHTE KARGO YAPILMIYOR !!|0
Ürün elime bu gün ulaştı. Hızlı kargo +paket içeriği  +  renk  +  her şey kusursuz ilerledi .Teşekkürler hepsi burada ekibine |1
Teşekkürler ürün gayet hızlı ve temiz ulaştı|1
Hani bugün kargoya verecektiniz biz bekliyoruz çok acil yollarsanız seviniriz |0
Herkese tavsiye ederim. Mükemmel |1
Kargo hızlı. Güzel paket. Muhteşem|1
Üründen çok menun kaldık araştırma sonucunda 8 plus tan bizce daha iyi olduğunu düşünüyorum.Paketleme iyi şekilde yapılmış.Fiyat olarak iyi seviyede aldık.|1
İos işletim sisteminin sadeliği performansı gerçekten taktire şayan.Artı yönleri performansı,kamerası,ekranı,inceliği ve zarifliği harika büyük telefon sevenler için ideal ama taşınması çok zor cepte taşınması yorucu ses kalitesi üst düzey de ama eksi yönleri de var.Hafızasını kesinlikle yüksek alın hafıza yetmiyo video ve fotoğraflar hafızayı çabucak dolduruyor sürekli internet ve güncelleme istiyor internet olmadan telefonu kullanmak gerçekten sıkıcı eğer çevrenizde Apple kullananlar fazla ise alın yoksa veri foto vb. paylaşımlarda sıkıntı hücresel veri kullanımı çok yüksek sürekli birşeyleri yenilediği için çok fazla internet harcıyor bence hafızasından dolayı bu para fazla 128GB almanızı şiddetle tavsiye ediyorum telefon hor kullanılmaya elverişli değil dikkatli kullanmanız gerek yoksa başınıza ağır masraflar açar benim gözlemim bu kadar İos’a ön yargılı davranmayın bende Androidden geçtim hiç zorlanmadım Androidden daha iyi bence İos telefonun birkaç eksiği dışında harika bir telefon almanızı tavsiye edrim|1
Herhangi bir sıkıntıyla karşılaşmadım|1
Hızlı gönderi. Kusursuz teslimat. Teşekkürler hepsiburada. |1
pazar günü verdim siparişi p.tesi kargoya vermişler salı elimdeydi.  gelirken kırılır korkusu olmasın paketleme güzel. |1
ürün bilindiği gibi anlatmaya gerek yok dışardaki fiyatlara gore hepsiburada da daha uygun tereddüt etmeden alabilirsiniz.|1
Genelde satıcıyı hepsiburada seçip alırdım ama bittibitiyor isimli satıcı da işini güzel yapıyormuş.24 saat dolmadan telefon adrese sorunsuz geldi.kendilerine teşekkür ederim.Nası bir yokluksa işine yapana teşekkür ediyoruz. imei sorgusu yaptım 2 yıl TR garantili..Android kullananlar için ilk önce sıkıntılı fakat 2 yıl öncesinin teknolojisi olsada hala güzel telefon. illa ios diyorsanız alınır. Yok farketmez diyorsanız android de bu fiyata çok daha güzel telefonlar bulunabilir.|1
Teşekkürler Hızlı Kargo Özenli paketleme olmuş|1
Zamanında gelen kargo ve güzel paketlemeden dolayı tedarikçi firmaya Bittibitiyor’a teşekkürler. |1
Firma ürünü güzel paketlemiş ve 24 saat olmadan teslim aldım. Cihaza söylenecek bir şey yok.. bu yıl 12 cihaz denedim ve en son yine iphone da karar kıldım. / plus bence 8 ve 8 plustan daha avantajlı ve eksik yönü yok gibi. Aklınızda soru işareti varsa düşünmeden alın derim...|1
Bittibitiyor adlı satıcıdan aldım,zamanında kargo sorunsuz alışveriş için teşekkürler. |1
On numara hızlı bir cihaz 29 Haziran sabah sipariş verdim 30 haziran 1 de elime ürün ulaştı çok teşekkür ederim. Kargolama ve paketleme çok iyi. Maalesef kutunun içinden jak için adaptör çıkmıyor ona üzüldüm. Apple yeni üretilen cihazlarda adaptörü kaldırmış aldığım cihaz 14 Nisanda üretilmiş. Eski telefonum iPhone 6 idi 7 plusa geçtim çok memnunum tavsiyem plus alın.|1
telefon kısa sürede geldi kontrollerini yaptıktan sonra yazmak istedim gayet iyi satıcı sorunsuz ulaştı yalnız kutu içerisine yerleştirmişsiniz ancak kutu içindeki boşluklara köpük yada kaparcık korumalı poşet kullansaydınız daha iyi olabilirdi çünkü kargo şirketleri pek özenli davranmıyor kaldırıp atıyor şubeden şubeye giderken ama ben sıkıntısız aldım teşekkür ederim..|1
iPhone aldığı paranın hakkını veriyortereddütsüz alabilirsiniz  herkese tavsiye ederim|1
Kargo telefon hepsi on numara|1
Çocuğuma aldım. beğenerek kullanıyor.|1
Ürünü bittibityordan aldım geç geldi ama telefon için buna değer ve memnunum.|1
Cihazın siparişi ve teslimatı süreci çok hızlı ve sorunsuzdu. Cihaz herkesin malumu 3 yıllık bir cihaz olmasına rağmen donanım olarak gayet yeterli. Tabiki benzer fiyatlara daha güncel cihazlar bulunabilir. Tercih ios ise alınabilecek en iyi fiyat performans ürünü. Kontrol ettiğimde cihazın 2 yıl garantisi apple türkiye olduğunu teyit ettim. Ayrıca üretim mart 2019 olduğunu.Teşekkürler Bittibitiyor.|1
Ürünü BittiBitiyor satıcısından aldım. Ürüne yorum yapmıyorum biliyorsunuz mükemmel. Kargo ise çok hızlı geldi fakat paketleme pek iyi değildi kutuda küçük ezilmeler vardı ama sıkıntı değil. Teşekkürler.|1
Ürün cok guzel cok hizli fakat kargolama cok kötü kutu icine koyup gondermisler paketleme iyi degil.sürat kargo kargoyu bulamadi yakın zamanda.kisacasi kargolama haric iyi|1
hızlı kargo sagalm ürün|1
Ürün yeni herşeyi işe tam ve saglam geldi teşekkür ederim|1
Kargo firması biraz üzse de genel olarak problem yaşamadım gelir gelmez imei numarasından garantisini sorguladım Apple Türkiye garantisi mevcut yani alacaksanız aklınızda çok soru işareti kalmasın. Hepsiburada ve bittibitiyor.com’a teşekkürler...|1
6plus cihaımı değişmek istediğimde 7 ve 8 plus arasında seçim yapmam gerekti fazla fir farklılık olmadığı için daha fazla ödemeden 7 plus almakta karar verdim. 8plusa ödeyeceğim miktarı az dha arttırırsam X tercih ederdim. Ürünü kapalı kutulu olarak teslim aldım. Kuruluma geçmek için sabırsızlanıyorum ..:))|1
Sorunsuz alışveriş teşekkür ederim.|1
Yaklaşık 1 senedir 7 plus kullanıyorum şarjı iyi gidiyor ama pubg falan girdiğinizde çok çabuk bitebiliyor onun dışında telefon gayet iyi fiyatını hakediyor|1
Çok araştırdıktan sonra 8 ve üzeri yerine 7 Plus'da karar kıldım ve de çok iyi etmişim. Telefon süper. Film, video, oyun vs. indirmediğim için hafızası benim için fazlasıyla yeterli. İnternetten İphone 8 ile karşılaştırma videolarını izlerseniz zaten performansları arasında çok fark yok. Şarjı bana iki gün dayanıyor, iki saatin biraz üzerinde %100 şarj oluyor. BittiBitiyor'dan aldım, çok hızlı, rahat ve güvenli bir alışveriş oldu.|1
iphone larda pek nesil farki olmuyor.andeoid cihazlarda oluyor nesil farki.cunku iphone lar her zaman onde gidiyor.cihazin kamerasi en son cikan tum android cihazlardan cok daha iyi.stabilitesini halen yakalayabilmis bir android cihaz gormedim.mutlaka bir sekilde ram temizligi yaparsiniz. diyecegim tek sey iphone 7 plus her türlü alinir rahat olun|1
Ürün gayet güzel bir şekilde kapıma kadar geldi paketleme çok iyi değildi fakat ürüne birşey olmamıştı. Bakmadım umarım Apple Türkiye garantilidir.|1
hızlı ve sorunsuz gönderi teşekkürler|1
Android Telefon Kullanıyordum İyiki Almışım Pişman Değilim Muhteşem|1
çok iyi|1
Çok güzel iphone kalitesi (^_-)|1
Sorunsuz geldi kargoya verilmesi biraz uzun sürdü 1 gün kadar. Orjinal cihaz gönül rahatlığıyla alabilirsiniz.|1
